time,strategy,exchange,symbol,side,sec_type,type,status,price,filled_quantity,multiplier,trade_cost
2023-01-20 09:30:00-05:00,Trend,,TSLA,buy,stock,market,fill,133.4199981689453,200,1,0.0
2023-03-04 09:30:00-05:00,Trend,,TSLA,sell,stock,market,fill,197.7899932861328,200,1,0.0
2023-03-04 09:30:00-05:00,Trend,,TSLA,sell,stock,market,fill,197.7899932861328,200,1,0.0
2023-03-06 09:30:00-05:00,Trend,,TSLA,buy,stock,market,fill,193.80999755859375,200,1,0.0
2023-03-06 09:30:00-05:00,Trend,,TSLA,sell,stock,market,fill,193.80999755859375,200,1,0.0
2023-03-28 09:30:00-04:00,Trend,,TSLA,buy,stock,market,fill,193.8800048828125,200,1,0.0
2023-03-28 09:30:00-04:00,Trend,,TSLA,buy,stock,market,fill,193.8800048828125,200,1,0.0
2023-04-14 09:30:00-04:00,Trend,,TSLA,sell,stock,market,fill,185.0,200,1,0.0
2023-04-14 09:30:00-04:00,Trend,,TSLA,sell,stock,market,fill,185.0,200,1,0.0
2023-04-15 09:30:00-04:00,Trend,,TSLA,buy,stock,market,fill,185.0,200,1,0.0
2023-04-15 09:30:00-04:00,Trend,,TSLA,sell,stock,market,fill,185.0,200,1,0.0
