time,strategy,exchange,symbol,side,sec_type,type,status,price,filled_quantity,multiplier,trade_cost
2022-04-18 09:30:00-04:00,BuyHold,,GOOG,buy,stock,market,fill,127.96099853515625,765,1,0.0
