datetime,portfolio_value,cash,return
2022-04-18 09:30:00-04:00,100000.0,100000.0,
2022-04-19 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-20 09:30:00-04:00,101539.33715820312,168543.3349609375,0.015393371582031357
2022-04-21 09:30:00-04:00,99876.66625976562,168543.3349609375,-0.016374647944047305
2022-04-22 09:30:00-04:00,96894.66552734375,168543.3349609375,-0.02985683087044677
2022-04-23 09:30:00-04:00,100882.666015625,168543.3349609375,0.041158101600091035
2022-04-25 09:30:00-04:00,100882.666015625,168543.3349609375,0.0
2022-04-26 09:30:00-04:00,103278.66821289062,168543.3349609375,0.023750385392219187
2022-04-27 09:30:00-04:00,102181.33544921875,168543.3349609375,-0.010624970118804367
2022-04-28 09:30:00-04:00,108638.00048828125,168543.3349609375,0.06318830156874666
2022-04-29 09:30:00-04:00,108544.66552734375,168543.3349609375,-0.000859137323201864
2022-04-30 09:30:00-04:00,108393.3349609375,168543.3349609375,-0.0013941778315040843
2022-05-02 09:30:00-04:00,108393.3349609375,168543.3349609375,0.0
2022-05-03 09:30:00-04:00,111158.6669921875,168543.3349609375,0.02551201171406481
2022-05-04 09:30:00-04:00,108331.33544921875,168543.3349609375,-0.025435097590433164
2022-05-05 09:30:00-04:00,108280.67016601562,168543.3349609375,-0.0004676881623680851
2022-05-06 09:30:00-04:00,105942.00439453125,168543.3349609375,-0.021598183386736913
2022-05-07 09:30:00-04:00,109410.00366210938,168543.3349609375,0.03273488440584149
2022-05-09 09:30:00-04:00,109410.00366210938,168543.3349609375,0.0
2022-05-10 09:30:00-04:00,112779.99877929688,168543.3349609375,0.030801526408819502
2022-05-11 09:30:00-04:00,113922.66845703125,168543.3349609375,0.010131846870919947
2022-05-12 09:30:00-04:00,115543.3349609375,168543.3349609375,0.014226023019444423
2022-05-13 09:30:00-04:00,121810.00061035156,168543.3349609375,0.05423649621618298
2022-05-14 09:30:00-04:00,116978.0029296875,168543.3349609375,-0.03966831669364124
2022-05-16 09:30:00-04:00,116978.0029296875,168543.3349609375,0.0
2022-05-17 09:30:00-04:00,117399.33471679688,168543.3349609375,0.0036018035575682283
2022-05-18 09:30:00-04:00,118719.3359375,168543.3349609375,0.011243685697941652
2022-05-19 09:30:00-04:00,118908.6669921875,168543.3349609375,0.0015947785859178332
2022-05-20 09:30:00-04:00,121410.00061035156,168543.3349609375,0.021035755268608014
2022-05-21 09:30:00-04:00,120944.00024414062,168543.3349609375,-0.003838237079880291
2022-05-23 09:30:00-04:00,120944.00024414062,168543.3349609375,0.0
2022-05-24 09:30:00-04:00,124875.33569335938,168543.3349609375,0.03250541937824836
2022-05-25 09:30:00-04:00,124974.66735839844,168543.3349609375,0.0007954466307340535
2022-05-26 09:30:00-04:00,126953.33557128906,168543.3349609375,0.015832554346524086
2022-05-27 09:30:00-04:00,124448.66943359375,168543.3349609375,-0.019729029776368923
2022-05-28 09:30:00-04:00,120326.66931152344,168543.3349609375,-0.03312209074497041
2022-05-31 09:30:00-04:00,120326.66931152344,168543.3349609375,0.0
2022-06-01 09:30:00-04:00,116954.00390625,168543.3349609375,-0.02802924259909223
2022-06-02 09:30:00-04:00,118199.33471679688,168543.3349609375,0.010648039134642406
2022-06-03 09:30:00-04:00,119712.00256347656,168543.3349609375,0.01279760034440125
2022-06-04 09:30:00-04:00,119898.00109863281,168543.3349609375,0.0015537166798094137
2022-06-06 09:30:00-04:00,119898.00109863281,168543.3349609375,0.0
2022-06-07 09:30:00-04:00,119672.66845703125,168543.3349609375,-0.0018793694601814126
2022-06-08 09:30:00-04:00,121743.3349609375,168543.3349609375,0.017302752003476307
2022-06-09 09:30:00-04:00,119814.00146484375,71796.66748046875,-0.015847549245408765
2022-06-10 09:30:00-04:00,121664.66674804688,71796.66748046875,0.015446152040470507
2022-06-11 09:30:00-04:00,118827.99987792969,71796.66748046875,-0.023315453417478982
