datetime,portfolio_value,cash,return
2022-04-18 09:30:00-04:00,100000.0,100000.0,
2022-04-19 09:30:00-04:00,99578.48892211914,2109.8361206054688,-0.00421511077880854
2022-04-20 09:30:00-04:00,100088.73794555664,2109.8361206054688,0.005124088836461205
2022-04-21 09:30:00-04:00,102542.09350585938,2109.8361206054688,0.02451180433144473
2022-04-22 09:30:00-04:00,101062.59078979492,2109.8361206054688,-0.014428247615013934
2022-04-23 09:30:00-04:00,97734.83612060547,2109.8361206054688,-0.03292766040513462
2022-04-25 09:30:00-04:00,97734.83612060547,2109.8361206054688,0.0
2022-04-26 09:30:00-04:00,93473.40114593506,2109.8361206054688,-0.04360200665207814
2022-04-27 09:30:00-04:00,96013.58612060547,2109.8361206054688,0.027175484614115453
2022-04-28 09:30:00-04:00,89605.18196105957,2109.8361206054688,-0.06674476413677655
2022-04-29 09:30:00-04:00,91702.80948638916,2109.8361206054688,0.02340966760428187
2022-04-30 09:30:00-04:00,92057.0083618164,2109.8361206054688,0.0038624648188103627
2022-05-02 09:30:00-04:00,92057.0083618164,2109.8361206054688,0.0
2022-05-03 09:30:00-04:00,89248.30997467041,2109.8361206054688,-0.03051042432431461
2022-05-04 09:30:00-04:00,91435.06065368652,2109.8361206054688,0.024501872132220104
2022-05-05 09:30:00-04:00,92382.5150680542,2109.8361206054688,0.010362047201523561
2022-05-06 09:30:00-04:00,94078.51642608643,2109.8361206054688,0.01835846704089894
2022-05-07 09:30:00-04:00,90481.86897277832,2109.8361206054688,-0.038230273923737346
2022-05-09 09:30:00-04:00,90481.86897277832,2109.8361206054688,0.0
2022-05-10 09:30:00-04:00,88787.01156616211,2109.8361206054688,-0.018731458864163275
2022-05-11 09:30:00-04:00,90880.81619262695,2109.8361206054688,0.023582330225233372
2022-05-12 09:30:00-04:00,89098.37062835693,2109.8361206054688,-0.019613001279522257
2022-05-13 09:30:00-04:00,87742.40882873535,2109.8361206054688,-0.015218704787290704
2022-05-14 09:30:00-04:00,89966.64142608643,2109.8361206054688,0.02534957299488516
2022-05-16 09:30:00-04:00,89966.64142608643,2109.8361206054688,0.0
2022-05-17 09:30:00-04:00,90378.59817504883,2109.8361206054688,0.004578994418735327
2022-05-18 09:30:00-04:00,91788.87432098389,2109.8361206054688,0.015604094048942585
2022-05-19 09:30:00-04:00,90266.5259552002,2109.8361206054688,-0.016585325585975363
2022-05-20 09:30:00-04:00,87668.20373535156,2109.8361206054688,-0.02878500299367004
2022-05-21 09:30:00-04:00,87855.24562835693,2109.8361206054688,0.0021335203076591203
2022-05-23 09:30:00-04:00,87855.24562835693,2109.8361206054688,0.0
2022-05-24 09:30:00-04:00,86339.3932723999,2109.8361206054688,-0.01725397664209316
2022-05-25 09:30:00-04:00,83488.62548828125,2109.8361206054688,-0.03301815864195978
2022-05-26 09:30:00-04:00,82543.46481323242,2109.8361206054688,-0.011320831664446196
2022-05-27 09:30:00-04:00,83238.46782684326,2109.8361206054688,0.008419842990397663
2022-05-28 09:30:00-04:00,86098.03703308105,2109.8361206054688,0.0343539385201852
2022-05-31 09:30:00-04:00,86098.03703308105,2109.8361206054688,0.0
2022-06-01 09:30:00-04:00,88615.27294158936,2109.8361206054688,0.02923685597548653
2022-06-02 09:30:00-04:00,90032.43614196777,2109.8361206054688,0.015992313213463172
2022-06-03 09:30:00-04:00,89463.65882873535,2109.8361206054688,-0.006317471098255534
2022-06-04 09:30:00-04:00,90844.09885406494,2109.8361206054688,0.015430176268245832
2022-06-06 09:30:00-04:00,90844.09885406494,2109.8361206054688,0.0
2022-06-07 09:30:00-04:00,91417.84885406494,2109.8361206054688,0.006315765220167968
2022-06-08 09:30:00-04:00,90580.55812835693,2109.8361206054688,-0.009158941456220648
2022-06-09 09:30:00-04:00,91520.3609085083,2109.8361206054688,0.010375325561801318
2022-06-10 09:30:00-04:00,91111.08310699463,2109.8361206054688,-0.004471986314857568
2022-06-11 09:30:00-04:00,88387.49237060547,2109.8361206054688,-0.02989307824593368
2022-06-13 09:30:00-04:00,88387.49237060547,2109.8361206054688,0.0
2022-06-14 09:30:00-04:00,84306.02546691895,2109.8361206054688,-0.046176973621709805
2022-06-15 09:30:00-04:00,83880.68565368652,2109.8361206054688,-0.005045188773598608
2022-06-16 09:30:00-04:00,85417.95207977295,2109.8361206054688,0.018326822368062823
2022-06-17 09:30:00-04:00,84844.20207977295,2109.8361206054688,-0.006716972088773199
2022-06-18 09:30:00-04:00,83609.11392211914,2109.8361206054688,-0.014557130922069894
2022-06-21 09:30:00-04:00,83609.11392211914,2109.8361206054688,0.0
2022-06-22 09:30:00-04:00,86031.86878204346,2109.8361206054688,0.028977162252683097
2022-06-23 09:30:00-04:00,87149.53266143799,2109.8361206054688,0.012991277479117214
2022-06-24 09:30:00-04:00,88516.58378601074,2109.8361206054688,0.015686270285390158
2022-06-25 09:30:00-04:00,89016.12869262695,2109.8361206054688,0.005643517691824362
2022-06-27 09:30:00-04:00,89016.12869262695,2109.8361206054688,0.0
2022-06-28 09:30:00-04:00,93095.10925292969,2109.8361206054688,0.04582293815975169
2022-06-29 09:30:00-04:00,91118.34953308105,2109.8361206054688,-0.021233765508325342
2022-06-30 09:30:00-04:00,87903.4375,2109.8361206054688,-0.03528281679327239
2022-07-01 09:30:00-04:00,86641.95091247559,2109.8361206054688,-0.01435082203155491
2022-07-02 09:30:00-04:00,84987.63957977295,2109.8361206054688,-0.01909365284691933
2022-07-05 09:30:00-04:00,84987.63957977295,2109.8361206054688,0.0
2022-07-06 09:30:00-04:00,84358.43128204346,2109.8361206054688,-0.007403527158074463
2022-07-07 09:30:00-04:00,89390.21831512451,2109.8361206054688,0.05964770748590387
2022-07-08 09:30:00-04:00,90855.95859527588,2109.8361206054688,0.016397099232762224
2022-07-09 09:30:00-04:00,92035.5884552002,2109.8361206054688,0.012983516746315482
2022-07-11 09:30:00-04:00,92035.5884552002,2109.8361206054688,0.0
2022-07-12 09:30:00-04:00,92877.08728790283,2109.8361206054688,0.009143189572936139
2022-07-13 09:30:00-04:00,91491.28936767578,2109.8361206054688,-0.014920772826685691
2022-07-14 09:30:00-04:00,88278.67107391357,2109.8361206054688,-0.035113925226823106
2022-07-15 09:30:00-04:00,86891.72336578369,2109.8361206054688,-0.015711017069668265
2022-07-16 09:30:00-04:00,88526.5291595459,2109.8361206054688,0.018814286682751646
2022-07-18 09:30:00-04:00,88526.5291595459,2109.8361206054688,0.0
